fromNode,toNode,weight
SNTA1,ATP2B1,0.554
SNTA1,DTNB,0.697
PROCR,APC,0.405
PIGU,PIGT,0.998
SNTA1,ABCA1,0.505
CSTF1,DCUN1D1,0.42
CSTF1,SCAF8,0.54
CSTF1,BRCA1,0.918
PIGU,CASP7,0.54
CSTF1,CSTF3,0.999
PIGU,PIGK,0.998
PIGU,CASP6,0.54
CSTF1,CPSF3,0.787
PIGU,CASP3,0.54
CSTF1,CLP1,0.499
CSTF1,POLR2A,0.457
SNTA1,DAG1,0.914
NXT2,NUP54,0.54
SNTA1,GRB2,0.548
SNTA1,GP1BA,0.54
SNTA1,SNTB2,0.893
CSTF1,TP53,0.502
CSTF1,CSTF2,0.998
SLC25A43,FAU,0.459
PSMD10,USP14,0.799
PSMD10,PSMD12,0.973
PSMD10,PSMC1,0.961
PSMD10,UCHL5,0.861
PSMD10,NEDD8,0.499
PSMD10,PSMD9,0.642
PSMD10,TP53,0.624
PSMD10,PSMD14,0.934
PSMD10,PSMC3,0.964
PSMD10,RB1,0.457
RP2,ARL3,0.978
PSMD10,PSMC6,0.974
PSMD10,UBFD1,0.43
PSMD10,MDM2,0.963
NTHL1,NEIL2,0.402
PSMD10,PSMD7,0.944
PCSK1N,GPR171,0.649
NTHL1,REV1,0.408
POLR2C,ELOB,0.499
ARL2BP,CFAP20,0.495
POLR2C,ERCC2,0.945
POLR2C,H2BC11,0.91
ARL2BP,ARL3,0.457
POLR2C,MED6,0.968
POLR2C,POLR2L,0.999
POLR2C,ELL2,0.419
POLR2C,MLLT3,0.734
POLR2C,RPS9,0.612
POLR2C,TIA1,0.526
POLR2C,INTS2,0.826
POLR2C,H2AC6,0.91
POLR2C,POLR2F,0.999
POLR2C,MED31,0.962
POLR2C,MNAT1,0.932
POLR2C,WWP1,0.482
POLR2C,TAF9B,0.499
POLR2C,UBB,0.499
POLR2C,INTS7,0.8
POLR2C,H2BC21,0.627
POLR2C,H2AC11,0.829
POLR2C,POLR2D,0.999
POLR2C,MED30,0.857
POLR2C,RTF1,0.935
POLR2C,GTF2H5,0.895
POLR2C,H4C13,0.842
POLR2C,H4C8,0.842
POLR2C,H4C15,0.842
POLR2C,AFF4,0.517
POLR2C,MED1,0.865
POLR2C,RPRD1B,0.82
POLR2C,GPN3,0.641
POLR2C,CDK7,0.895
POLR2C,GTF2H2,0.93
POLR2C,POLR2A,0.999
POLR2C,CCNK,0.499
POLR2C,H2BC17,0.571
POLR2C,H3-3B,0.587
POLR2C,H2BC9,0.571
POLR2C,TRIM33,0.42
POLR2C,ESR1,0.508
POLR2C,H3C12,0.587
POLR2C,H2AZ1,0.895
POLR2C,LEO1,0.925
POLR2C,POLR2I,0.998
POLR2C,TAF10,0.895
POLR2C,MED20,0.947
POLR2C,H4-16,0.842
POLR2C,RNGTT,0.705
POLR2C,POLR2K,0.999
POLR2C,TAF13,0.895
POLR2C,POLR1A,0.65
POLR2C,INTS6,0.944
POLR2C,RPS3,0.463
POLR2C,TAF7,0.895
POLR2C,TBP,0.952
POLR2C,TAF9,0.895
POLR2C,POLR2G,0.999
POLR2C,ELOC,0.499
POLR2C,MED26,0.927
POLR2C,GTF2A1,0.928
POLR2C,CDC73,0.88
POLR2C,TAF6,0.895
POLR2C,POLR2B,0.999
POLR2C,POLR2M,0.946
POLR2C,UVSSA,0.8
POLR2C,POLR2H,0.999
POLR2C,NCBP1,0.499
POLR2C,SNRPF,0.414
POLR2C,GTF2H3,0.932
POLR2C,H4C4,0.842
POLR2C,POLR3D,0.462
POLR2C,H4C2,0.842
POLR2C,RPS27A,0.499
POLR2C,H4C3,0.842
POLR2C,GTF2E1,0.94
POLR2C,POLR2J,0.999
POLR2C,GTF2H4,0.932
POLR2C,ZNRD1,0.427
POLR2C,H4C11,0.842
POLR2C,POLR2E,0.999
POLR2C,UBC,0.546
POLR2C,UPK3BL2,0.445
POLR2C,H4C14,0.842
POLR2C,POLR1E,0.463
POLR2C,TCEA3,0.438
POLR2C,TAF4,0.895
POLR2C,CCNH,0.912
POLR2C,CCNT1,0.499
POLR2C,H4C6,0.939
POLR2C,WDR61,0.8
POLR2C,H2BC4,0.571
POLR2C,POLR2J2,0.792
POLR2C,CCNT2,0.499
POLR2C,CDK9,0.562
POLR2C,TAF2,0.895
POLR2C,RNMT,0.499
POLR2C,MED14,0.964
POLR2C,H4C5,0.842
POLR2C,H4C12,0.842
POLR2C,MRPL27,0.533
POLR2C,INTS8,0.8
POLR2C,POLR3A,0.702
POLR2C,MED19,0.886
POLR2C,GPN1,0.712
POLR2C,ERCC3,0.94
POLR2C,MED21,0.964
POLR2C,MED23,0.8
POLR2C,CUL4B,0.499
POLR2C,H4C9,0.842
POLR2C,MED7,0.954
POLR2C,H3C15,0.834
POLR2C,POLR1B,0.64
POLR2C,TNKS1BP1,0.41
PARD6A,RPS27A,0.499
PARD6A,TGFBR1,0.679
POLR2C,RPRD1A,0.603
PARD6A,UBB,0.499
PARD6A,UBC,0.499
PARD6A,PRKCZ,0.99
PARD6A,TGFBR2,0.526
PARD6A,PRKCI,0.997
PARD6A,F11R,0.512
PARD6A,UBA52,0.499
PSMD7,USP14,0.984
POLR2C,H4C1,0.842
POLR2C,UBA52,0.546
POLR2C,GTF2H1,0.944
PARD6A,SMURF2,0.674
POLR2C,INTS4,0.8
PARD6A,RHOU,0.546
PARD6A,TGFB1,0.499
POLR2C,GTF2F2,0.975
PSMD7,RPS27A,0.862
POLR2C,H3C14,0.834
POLR2C,RPS2,0.442
POLR2C,H2AC20,0.684
POLR2C,TAF1,0.895
POLR2C,H3C13,0.913
POLR2C,TAF5,0.895
PSMD7,PSMD12,0.999
PSMD7,UBC,0.866
PSMD7,PSMC1,0.997
PSMD7,UCHL5,0.861
PSMD7,ATXN3,0.43
PSMD7,UBLCP1,0.62
PSMD7,UBA52,0.842
PSMD7,PSMC3,0.995
PSMD7,UBB,0.848
PSMD7,NEDD8,0.521
PSMD7,PSMC6,0.995
CSK,PAG1,0.999
PSMD7,PSMD9,0.889
PSMD7,PSMD14,0.999
DECR2,PEX10,0.499
MGA,YAF2,0.716
MGA,TEX10,0.9
MGA,RUVBL1,0.9
MGA,TAF6,0.9
MGA,TFDP2,0.581
MGA,TAF4,0.9
MGA,PRPF31,0.9
MGA,RNF2,0.943
MGA,TAF1,0.9
MGA,DPY30,0.54
MGA,EHMT2,0.499
MGA,TAF9,0.9
MGA,RBBP5,0.9
MGA,TAF7,0.9
MGA,WDR5,0.948
MGA,INO80C,0.9
CSK,ITGB3,0.416
CSK,SRC,0.995
SMPD3,RACK1,0.63
SMPD3,PPP3CA,0.465
SMPD3,SGMS1,0.9
SMPD3,TNF,0.63
ZNF500,ZNF397,0.645
ZNF500,ZNF174,0.509
ZNF500,TRIM28,0.499
CSK,NRAS,0.499
CSK,STAT3,0.512
CSK,ESR1,0.722
CSK,PTPRJ,0.476
CSK,CTNNB1,0.573
CSK,CRK,0.787
CSK,CD274,0.499
CSK,PTPN11,0.663
CSK,GRB2,0.428
CSK,TNS2,0.435
CSK,TRAF6,0.435
CSK,HSP90AA1,0.505
CSK,UBASH3B,0.407
CSK,NCK1,0.4
CSK,HSP90AB1,0.505
CSK,PDCD1,0.499
CSK,BCAR1,0.506
GABPB1,GABPA,0.999
GABPB1,TDRD7,0.543
GABPB1,TUBB2B,0.9
CSK,PTPN22,0.997
GABPB1,KIF5B,0.8
CSK,APBB1IP,0.44
GABPB1,TUBB2A,0.9
GABPB1,TUBA1B,0.8
DNAJC17,CRNKL1,0.467
CSK,EGFR,0.677
DNAJC17,CDC5L,0.591
DNAJC17,EFTUD2,0.47
DNAJC17,CWF19L2,0.429
CSK,VWF,0.4
CSK,PECAM1,0.413
BRF2,POLR3A,0.677
PAG1,LYN,0.62
BRF2,SNAPC3,0.499
BRF2,POLR3D,0.657
BRF2,ZNF143,0.499
BRF2,TBP,0.996
BRF2,BDP1,0.991
BRF2,GTF2H3,0.54
RIPK2,TRAF4,0.616
RIPK2,PELI3,0.403
RIPK2,TRAF6,0.894
RIPK2,TRAF5,0.54
RIPK2,IRAK2,0.499
RIPK2,TAB2,0.852
RIPK2,BIRC3,0.457
RIPK2,IRF4,0.568
RIPK2,NLRP3,0.438
RIPK2,CARD6,0.912
RIPK2,MAP3K7,0.716
BRF2,SNAPC5,0.499
BRF2,POU2F1,0.499
BRF2,POLR2E,0.645
DECR1,PTTG1,0.724
DECR1,PIK3CA,0.425
CHRAC1,REV3L,0.9
BRF2,ERCC3,0.54
BRF2,POLR3K,0.645
BRF2,POLR2H,0.645
BRF2,POLR2K,0.672
BRF2,GTF2E1,0.54
BRF2,POLR2L,0.636
BRF2,POLR1C,0.654
BRF2,GTF2F2,0.54
BRF2,GTF3C4,0.72
BRF2,GTF2A1,0.54
BRF2,ESR1,0.54
BRF2,GTF3C3,0.798
BRF2,POLR2F,0.645
BRF2,POLR3F,0.765
EMC2,EDEM3,0.47
EMC2,DCTN4,0.485
PAG1,SRC,0.469
EMC2,EMC1,0.999
EMC2,EMC6,0.999
CHRAC1,RSF1,0.54
CHRAC1,POLD3,0.9
MTMR9,MTMR6,0.995
DCTN6,ACTR3B,0.599
MTMR9,EMILIN1,0.599
DCTN6,DYNC1LI2,0.915
DCTN6,KIFAP3,0.499
DCTN6,ACTL10,0.588
DCTN6,CAPZA1,0.95
DCTN6,GALNT1,0.499
DCTN6,KIF5B,0.499
EMC2,EMC4,0.999
DCTN6,ACTB,0.866
DCTN6,KIF18A,0.499
DCTN6,KLC3,0.55
DCTN6,N4BP2L1,0.483
CHRAC1,NFYB,0.532
DCTN6,DCTN4,0.999
DCTN6,BICDL1,0.808
TNFRSF10A,FASLG,0.993
TNFRSF10A,TP53,0.497
DCTN6,C4BPB,0.426
TNFRSF10A,CUL3,0.577
TNFRSF10A,TNF,0.987
CHRAC1,NFYA,0.532
CHRAC1,POLG2,0.9
DCTN6,DYNLRB1,0.8
DCTN6,RAB6B,0.499
CYP4F3,CYP4F2,0.9
CYP4F3,CYP2J2,0.426
DCTN6,ACTA2,0.588
DCTN6,KIF3C,0.499
POLR2I,MLLT3,0.606
RETN,NR3C1,0.428
POLR2I,H2BC11,0.902
POLR2I,H4C14,0.842
POLR2I,H4C6,0.939
POLR2I,MED14,0.95
KCTD9,CUL3,0.664
POLR2I,UBC,0.499
POLR2I,ELOB,0.499
POLR2I,GTF2H4,0.931
POLR2I,ERCC2,0.944
POLR2I,POLR2H,0.998
POLR2I,INTS12,0.422
POLR2I,GTF2E1,0.933
POLR2I,POLR2E,0.999
POLR2I,RPS27A,0.499
POLR2I,H2AC11,0.829
POLR2I,POLR1A,0.407
POLR2I,RTF1,0.862
POLR2I,H2BC21,0.533
POLR2I,H4C13,0.842
POLR2I,TAF7,0.895
POLR2I,TAF9,0.895
POLR2I,MED26,0.923
POLR2I,POLR2J,0.995
POLR2I,H4C4,0.842
POLR2I,MED31,0.95
POLR2I,POLR2A,0.998
POLR2I,TAF9B,0.499
POLR2I,GTF2H2,0.93
POLR2I,INTS8,0.879
POLR2I,H4C2,0.842
POLR2I,POLR2D,0.998
POLR2I,INTS7,0.8
POLR2I,H3-3B,0.59
POLR2I,CCNK,0.499
POLR2I,RPRD1B,0.811
POLR2I,H4C3,0.842
POLR2I,GTF2H3,0.931
POLR2I,AFF4,0.504
POLR2I,INTS2,0.8
POLR2I,H2BC17,0.533
POLR2I,H4C15,0.842
POLR2I,POLR2F,0.998
POLR2I,CDK7,0.895
POLR2I,ESR1,0.508
POLR2I,H4C5,0.842
POLR2I,TIA1,0.499
POLR2I,POLR2J2,0.712
POLR2I,H2BC4,0.533
POLR2I,POLR3A,0.495
POLR2I,MED30,0.857
POLR2I,H2AC6,0.91
POLR2I,H3C15,0.836
POLR2I,CDK9,0.499
POLR2I,GTF2H5,0.895
POLR2I,CCNT2,0.499
POLR2I,H4C12,0.842
POLR2I,MED6,0.952
POLR2I,H4C8,0.842
POLR2I,TAF2,0.895
POLR2I,CCNT1,0.499
POLR2I,WDR61,0.8
POLR2I,POLR2L,0.998
POLR2I,UBB,0.499
POLR2I,GTF2F2,0.954
POLR2I,H4C1,0.842
POLR2I,ELOC,0.499
POLR2I,INTS4,0.8
POLR2I,GTF2H1,0.931
POLR2I,UBA52,0.502
POLR2I,MNAT1,0.931
POLR2I,TAF4,0.895
POLR2I,MED1,0.832
POLR2I,CCNH,0.912
POLR2I,POLR1C,0.432
POLR2I,H3C14,0.836
POLR2I,WWP1,0.42
POLR2I,MED21,0.961
POLR2I,NCBP1,0.499
POLR2I,SNRPF,0.427
POLR2I,MED19,0.886
POLR2I,TAF6,0.895
POLR2I,GTF2A1,0.928
POLR2I,POLR2B,0.999
POLR2I,POLR2M,0.902
POLR2I,H4-16,0.842
POLR2I,RNGTT,0.705
POLR2I,POLR2K,0.998
POLR2I,RPRD1A,0.603
POLR2I,CDC73,0.866
POLR2I,INTS6,0.8
POLR2I,TAF13,0.895
TGFB1,RPS27A,0.499
POLR2I,TBP,0.928
TGFB1,ITGB5,0.565
POLR2I,POLR2G,0.998
POLR2I,MED20,0.832
POLR2I,TAF10,0.895
TGFB1,THBS1,0.949
POLR2I,TAF5,0.895
TGFB1,TGFBR1,0.999
TGFB1,UBC,0.51
POLR2I,H3C13,0.914
TGFB1,MMP9,0.545
POLR2I,H2AC20,0.572
POLR2I,TAF1,0.895
TGFB1,ITGB3,0.499
TGFB1,UCHL5,0.499
POLR2I,H2BC9,0.533
TGFB1,CLU,0.583
TGFB1,FBN1,0.524
POLR2I,H2AZ1,0.895
TGFB1,UBB,0.499
POLR2I,LEO1,0.862
POLR2I,H3C12,0.59
TGFB1,SMAD7,0.874
POLR2I,GPN3,0.646
TGFB1,EGFR,0.929
TGFB1,LTBP1,0.997
TGFB1,PRKCZ,0.506
TGFB1,IGF1R,0.436
TGFB1,SMURF2,0.499
TGFB1,UBA52,0.499
TGFB1,NEDD4L,0.499
TGFB1,TGFBR2,0.999
POLR2I,POLR1B,0.685
TGFB1,ACVRL1,0.776
TGFB1,SOS1,0.422
TGFB1,F11R,0.499
TGFB1,LTBP2,0.86
NAMPT,CCR5,0.428
HGF,SOS1,0.4
HGF,CD44,0.91
POLR2I,RNMT,0.499
POLR2I,H4C9,0.842
POLR2I,H4C11,0.842
POLR2I,MED7,0.95
POLR2I,ERCC3,0.931
POLR2I,UVSSA,0.8
POLR2I,CUL4B,0.499
POLR2I,MED23,0.8
ABCF2,RPS16,0.432
ABCF2,ACAD9,0.629
HGF,PTPN11,0.4
HGF,IGF1R,0.71
HGF,STAT3,0.499
HGF,GRB2,0.66
HGF,CRK,0.499
HGF,STAM,0.499
HGF,GAB1,0.454
HGF,NOG,0.443
HGF,PIK3R1,0.4
HGF,EGFR,0.817
HGF,STAM2,0.499
HGF,PIK3CA,0.4
HGF,SRC,0.654
TFPI2,IFT52,0.432
BET1,NBAS,0.446
BET1,STXBP5,0.54
BET1,SEC24A,0.478
BET1,GOSR2,0.998
BET1,STX12,0.741
BET1,VAMP4,0.544
BET1,STX2,0.558
BET1,VTI1A,0.96
BET1,USO1,0.444
BET1,SCFD2,0.476
BET1,NAPB,0.633
BET1,SEC24B,0.66
BET1,VAMP7,0.959
BET1,STX17,0.565
RPA3,TIMELESS,0.734
BET1,NAPG,0.772
BET1,SNX4,0.54
NAMPT,CCRL2,0.569
WASL,DNMBP,0.892
WASL,SH3YL1,0.48
WASL,CD44,0.566
WASL,ITSN2,0.938
WASL,NCK1,0.995
WASL,SRC,0.772
WASL,EGFR,0.523
WASL,ACTB,0.809
WASL,NOS3,0.499
WASL,SH3PXD2A,0.978
WASL,ARHGAP12,0.495
WASL,FSCN1,0.552
AIMP2,BCAS2,0.406
AIMP2,AIMP1,0.997
AIMP2,EPRS1,0.998
AIMP2,DARS1,0.997
AIMP2,HSPA4,0.457
AIMP2,MARS2,0.716
AIMP2,FUBP1,0.588
AIMP2,IARS1,0.971
AIMP2,RARS1,0.969
SERPINE1,CSTA,0.54
SERPINE1,ORM1,0.616
RPA3,STN1,0.984
RPA3,H2BC17,0.499
RPA3,RAD1,0.499
RPA3,FANCG,0.499
NAMPT,INSR,0.408
WASL,TFRC,0.4
WASL,PRPF40A,0.502
WASL,FCHSD2,0.803
WASL,GRB2,0.995
WASL,SYNJ1,0.463
WASL,BAIAP2,0.797
WASL,CLDN5,0.571
WASL,SNX9,0.853
AIMP2,TWF1,0.476
AIMP2,TP53,0.566
AIMP2,LARS2,0.505
RPA3,ATRIP,0.647
RPA3,MCM8,0.499
RPA3,BRCA1,0.707
RPA3,TERF1,0.499
RPA3,PCNA,0.793
RPA3,GTF2H3,0.518
RPA3,NBN,0.518
RPA3,SMARCAL1,0.734
RPA3,RFC5,0.651
RPA3,RFC1,0.595
RPA3,XPA,0.794
RPA3,GTF2H4,0.499
RPA3,TOPBP1,0.499
RPA3,LTN1,0.618
RPA3,UBC,0.518
RPA3,MCM4,0.499
RPA3,REV3L,0.499
RPA3,MCM2,0.799
RPA3,ORC4,0.499
RPA3,FANCE,0.499
RPA3,CUL4B,0.499
RPA3,MRE11,0.518
RPA3,ERCC3,0.499
RPA3,POLD3,0.9
RPA3,ORC3,0.499
RPA3,H2BC21,0.499
RPA3,DDB2,0.499
RPA3,SLFN11,0.5
RPA3,REV1,0.499
RPA3,UBB,0.499
RPA3,RPS27A,0.499
RPA3,FANCA,0.499
RPA3,GTF2H5,0.499
RPA3,ERCC2,0.499
RPA3,H2BC4,0.499
RPA3,H2BC11,0.499
RPA3,H4C6,0.716
RPA3,GTF2H2,0.499
RPA3,HUS1,0.499
RPA3,ORC2,0.499
RPA3,RAD17,0.499
RPA3,UBA52,0.499
RPA3,ATM,0.499
RPA3,H2BC9,0.499
RPA3,GTF2H1,0.499
RPA3,USP1,0.499
RPA3,RMI1,0.902
RPA3,MCM6,0.499
MRPL32,RPS3,0.749
MRPL32,RPS2,0.499
RPA3,CDK2,0.499
MRPL32,MRPS9,0.957
MRPL32,NSUN4,0.8
MRPL32,MRPL36,0.947
MRPL32,MRPL44,0.966
MRPL32,GFM1,0.87
MRPL32,MRPL15,0.891
RPA3,H3-4,0.499
MRPL32,MRPS30,0.958
MRPL32,MRPS31,0.807
MRPL32,MRPS25,0.886
MRPL32,MRPS14,0.944
MRPL32,RPS14,0.404
MRPL32,MTRES1,0.825
MRPL32,RPL26L1,0.574
MRPL32,PPP1R26,0.474
MRPL32,RPL4,0.402
MRPL32,MRPL19,0.956
MRPL32,CUL7,0.4
MRPL32,MED1,0.505
MRPL32,RPL9,0.505
MRPL32,MRPS23,0.807
MRPL32,RPS18,0.749
MRPL32,MRPL3,0.976
MRPL32,MRPL58,0.929
MRPL32,MRPS18C,0.871
MRPL32,HDDC3,0.493
MRPL32,MRPS22,0.807
MRPL32,MRPL2,0.949
MRPL32,RPS5,0.404
MRPL32,GFM2,0.863
MRPL32,RPS11,0.749
MRPL32,MRPL50,0.916
MRPL32,MRPL17,0.978
MRPL32,MRM3,0.8
MRPL32,MRPL39,0.965
MRPL32,MRPL23,0.965
MRPL32,MRPL13,0.966
MRPL32,MRPL47,0.976
MRPL32,MRPL48,0.807
MRPL32,MRPL1,0.923
MRPL32,RPS9,0.505
MRPL32,MRPL45,0.93
MRPL32,RPL5,0.749
MRPL32,MRPL35,0.807
MRPL32,MRPL27,0.968
MRPL32,MRPL30,0.933
MRPL32,RPL11,0.749
MRPL32,MRPL22,0.977
MRPL32,MRPS12,0.944
MRPL32,GUF1,0.483
MRPL32,C12orf65,0.874
MRPL32,MRNIP,0.404
MRPL32,RPS29,0.404
MRPL32,MRPS11,0.944
MRPL32,RPL23A,0.771
MRPL32,RPS16,0.402
MRPL32,MRPS27,0.807
MRPL32,MRPL12,0.968
CLIP2,CLASP2,0.635
TNFSF8,TNFRSF4,0.835
MRPL32,FANCE,0.403
MRPL32,RPS23,0.499
MRPL32,MRPS33,0.807
MRPL32,RPL17,0.516
MRPL32,MTIF2,0.874
MRPL32,RPL23,0.83
MRPL32,RPL26,0.629
MRPL32,RPS13,0.404
GCK,PFKFB3,0.775
TNFSF8,CD40,0.7
TNFSF8,TNFSF4,0.523
AK1,BRD4,0.457
PLGRKT,PLG,0.963
ATE1,POU2AF1,0.478
MPO,ELANE,0.984
ACTA2,MYL5,0.52
ACTA2,ACTB,0.46
ACTA2,MYL6B,0.903
ACTA2,DCTN4,0.635
STN1,MED23,0.734
STN1,XPA,0.7
STN1,MED13,0.734
STN1,BRCA1,0.42
STN1,TERF1,0.776
STN1,TP53BP1,0.42
STN1,RMI1,0.418
STN1,MED14,0.734
STN1,MED1,0.734
STN1,MED6,0.734
STN1,SMC6,0.495
STN1,MED30,0.734
ACTA2,EP300,0.407
ACTA2,TPM1,0.643
ACTA2,UBC,0.418
ACTA2,ACTL10,0.54
MPO,H3-4,0.731
ACTA2,ITGB5,0.507
STN1,SMC5,0.534
MPO,AZU1,0.859
MPO,S100A12,0.503
MPO,APOA1,0.822
MPO,PRSS57,0.612
MPO,H3-3B,0.742
MPO,HMGB1,0.474
STN1,POLR2A,0.497
MPO,MMP9,0.89
MPO,H3C12,0.731
MPO,LTF,0.986
MPO,BPI,0.953
MPO,H3C13,0.731
DHX33,NLRC4,0.72
DHX33,AIM2,0.9
DHX33,CARD8,0.9
ACTA2,FNTB,0.446
NUFIP2,RPS28,0.72
NUFIP2,RPL38,0.72
DHX33,CASP5,0.9
NUFIP2,RC3H2,0.436
NUFIP2,FAM98A,0.756
DHX33,NLRP6,0.9
NUFIP2,RC3H1,0.457
NUFIP2,RPS23,0.72
NUFIP2,RTRAF,0.412
NUFIP2,ATXN2,0.531
NUFIP2,RPS29,0.72
DHX33,NLRP3,0.997
NUFIP2,LSM12,0.651
RPS6KB1,PDK1,0.457
NUFIP2,RPL11,0.764
NUFIP2,RPL39,0.72
RPS6KB1,PDPK1,0.64
RPS6KB1,TRAF4,0.457
RPS6KB1,RICTOR,0.657
RPS6KB1,EEF2K,0.517
RPS6KB1,HSP90AA1,0.627
RPS6KB1,TBK1,0.876
MED31,ERCC3,0.869
MED31,GTF2H4,0.869
MED31,MED21,0.997
RPS6KB1,RPS6,0.457
MED31,CREBBP,0.499
MED31,MED23,0.985
RPS6KB1,RPTOR,0.992
MED31,TAF6,0.8
MED31,MED19,0.99
MED31,GTF2E1,0.869
MED31,POLR2J,0.871
MED31,H4C13,0.8
MED31,POLR2B,0.961
MED31,TAF4,0.8
MED31,MNAT1,0.869
MED31,NCOA3,0.499
MED31,CCNH,0.832
MED31,H4C11,0.8
MED31,H4C9,0.8
MED31,MED13,0.908
MED31,CDK8,0.922
MED31,MED7,0.999
MED31,TAF1,0.8
MED31,H2AZ1,0.8
MED31,CCNC,0.918
MED31,H3C15,0.8
MED31,H4C4,0.8
MED31,H2BC11,0.8
MED31,TBP,0.862
MED31,POLR2G,0.957
MED31,H4C3,0.8
MED31,POLR2D,0.953
MED31,H4C2,0.8
MED31,MED14,0.998
MED31,TAF10,0.8
MED31,GTF2A1,0.862
MED31,GTF2H3,0.869
AKAP10,ARFGEF2,0.477
MED31,MED20,0.985
MED31,MED30,0.982
MED31,TP53BP1,0.439
AKAP10,PRKAR2A,0.948
MED31,NCOA2,0.499
MED31,H3C13,0.8
MED31,POLR2F,0.941
MED31,TAF5,0.8
AKAP10,PRKACB,0.873
MED31,POLR2H,0.95
MED31,ERCC2,0.869
MED31,GTF2H1,0.8
MED31,POLR2E,0.96
MED31,TAF2,0.8
MED31,H4C1,0.8
MED31,H4C8,0.8
MED31,H4-16,0.8
MED31,GTF2H5,0.8
MED31,TAF13,0.8
CCL2,CD44,0.497
MED31,MED26,0.995
CCL2,CXCR5,0.713
MED31,CDK9,0.54
MED31,POLR2K,0.95
MED31,GTF2F2,0.869
MED31,PPARG,0.499
MED31,H4C12,0.8
MED31,EP300,0.499
MED31,MED6,0.995
MED31,CDK6,0.54
MED31,POLR2L,0.941
MED31,MED1,0.985
CCL2,CXCL8,0.734
MED31,H3C14,0.8
MED31,H4C6,0.8
MED31,H4C14,0.8
CCL2,TMLHE,0.426
MRPL27,RPL23A,0.749
CCL2,CCRL2,0.976
CCL2,CCR4,0.886
CCL2,CXCR6,0.78
CCL2,ACKR1,0.986
CCL2,TNFAIP6,0.405
CCL2,CXCR1,0.989
CCL2,CCR5,0.996
CCL2,CCR2,0.999
MRPL27,CUL7,0.495
MRPL27,RPL4,0.402
MRPL27,RPS14,0.404
MRPL27,RPL26L1,0.402
MRPL27,PPP1R26,0.499
MRPL27,MRPL19,0.976
MED31,POLR2A,0.965
MED31,GTF2H2,0.866
MED31,TAF9,0.8
MED31,TAF7,0.8
MED31,CDK19,0.933
MED31,H4C15,0.8
MED31,H4C5,0.8
MED31,CDK7,0.817
MRPL27,RPS2,0.533
MRPL27,MRPS9,0.947
MRPL27,MRPL44,0.975
MRPL27,MRPL36,0.947
MRPL27,NSUN4,0.8
MRPL27,MRPL15,0.976
MRPL27,RPS3,0.749
MRPL27,GFM1,0.876
MRPL27,POLR2B,0.462
MRPL27,MRPS30,0.913
MRPL27,POLR1B,0.462
MRPL27,GNL3,0.422
MRPL27,PDCD11,0.591
MRPL27,MRPL3,0.968
MRPL27,HDDC3,0.493
MRPL27,MRPL58,0.978
MRPL27,RPL9,0.505
MRPL27,MRPS23,0.807
MRPL27,MED1,0.505
MRPL27,MTRES1,0.809
MRPL27,MRPS18C,0.875
MRPL27,MRPL47,0.977
MRPL27,MRPL2,0.958
MRPL27,MRPL23,0.968
MRPL27,PSMG1,0.402
MRPL27,RPS5,0.404
MRPL27,GFM2,0.863
MRPL27,RPS18,0.749
MRPL27,MRPL50,0.915
MRPL27,MRPL48,0.944
MRPL27,MRPL45,0.913
MRPL27,MRPL13,0.976
MRPL27,RPL11,0.749
MRPL27,MRPS22,0.807
MRPL27,MRPL17,0.976
MRPL27,POLR1C,0.533
MRPL27,RPS9,0.761
MRPL27,RPS11,0.749
MRPL27,MRPL1,0.924
MRPL27,GUF1,0.483
MRPL27,MRPL39,0.915
MRPL27,MRM3,0.8
MRPL27,MRPS12,0.95
MRPL27,MRPS14,0.947
MRPL27,MRPS25,0.886
MRPL27,MRPL22,0.969
MRPL27,RPS29,0.404
MRPL27,MRPL30,0.933
MRPL27,MRPL35,0.914
MRPL27,C12orf65,0.873
MRPL27,RPL5,0.749
MRPL27,MRNIP,0.404
MRPL27,MRPS31,0.807
CD38,CD28,0.418
MRPL27,MRPS11,0.947
MRPL27,MRPS27,0.807
MRPL27,MRPL12,0.968
MRPL27,RPS16,0.402
MRPL27,FANCE,0.402
MRPL27,RPS23,0.499
MRPL27,MRPS33,0.807
MRPL27,RPL23,0.749
MRPL27,MTIF2,0.873
MRPL27,RPL17,0.479
MRPL27,RPS13,0.404
MRPL27,RPL26,0.402
CD38,CD19,0.482
CD38,BST1,0.9
TNFAIP1,KLHL7,0.9
TNFAIP1,KCTD17,0.9
TNFAIP1,KLHL3,0.9
TNFAIP1,PDCD6,0.72
TNFAIP1,KLHL8,0.9
TNFAIP1,KLHL24,0.72
TNFAIP1,CSNK2B,0.457
TNFAIP1,KLHL25,0.9
TNFAIP1,CUL3,0.969
TNFAIP1,UBXN7,0.734
TNFAIP1,KBTBD7,0.9
TNFAIP1,HSPA1L,0.473
TNFAIP1,SPOPL,0.9
TNFAIP1,ENC1,0.9
CD38,PECAM1,0.982
NFKB1,TNF,0.846
NFKB1,HSPA1L,0.459
NFKB1,CREBBP,0.785
NFKB1,EGFR,0.523
NFKB1,BCL10,0.414
NFKB1,TXN,0.957
NFKB1,UBB,0.499
NFKB1,REL,0.999
NFKB1,PPARG,0.688
NFKB1,SPAG9,0.564
NFKB1,HSP90AB1,0.619
NFKB1,KPNA3,0.42
NFKB1,HDAC1,0.975
